name,s1_name,s1_type,s1_price,s2_name,s2_type,s2_price,s3_name,s3_type,s3_price,s4_name,s4_type,s4_price,stickers_json
"Glock-18 | Bunsen Burner (Field-Tested)","Sticker | FlameZ | Shanghai 2024","STICKER",10,"Sticker | iM | Shanghai 2024","STICKER",10,"Sticker | G2 Esports | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | FlameZ | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | iM | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | G2 Esports | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | Cloud9 | Antwerp 2022","STICKER",10,"Sticker | Cloud9 | Antwerp 2022","STICKER",10,"Sticker | Cloud9 | Antwerp 2022","STICKER",10,"","",,"[{""name"":""Sticker | Cloud9 | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Cloud9 | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Cloud9 | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | Well Played","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Well Played"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | GamerLegion | Copenhagen 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | GamerLegion | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | Cloud9 | Rio 2022","STICKER",10,"Sticker | Cloud9 | Rio 2022","STICKER",10,"Sticker | Cloud9 | Rio 2022","STICKER",10,"Sticker | Cloud9 | Rio 2022","STICKER",10,"[{""name"":""Sticker | Cloud9 | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Cloud9 | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Cloud9 | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Cloud9 | Rio 2022"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | Cloud9 | Shanghai 2024","STICKER",10,"Sticker | Cloud9 | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Cloud9 | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Cloud9 | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | FURIA | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | FURIA | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | iM | Austin 2025","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | iM | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | karrigan | Copenhagen 2024","STICKER",10,"Sticker | Team Spirit | Copenhagen 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | karrigan | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Spirit | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Catacombs (Minimal Wear)","Sticker | Into The Breach | Paris 2023","STICKER",10,"Sticker | Into The Breach | Paris 2023","STICKER",10,"Sticker | Into The Breach | Paris 2023","STICKER",10,"Sticker | Into The Breach | Paris 2023","STICKER",10,"[{""name"":""Sticker | Into The Breach | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Into The Breach | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Into The Breach | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Into The Breach | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Catacombs (Minimal Wear)","Sticker | OG | 2020 RMR","STICKER",10,"Sticker | OG | Paris 2023","STICKER",10,"Sticker | Monte | Paris 2023","STICKER",10,"Sticker | Fluxo | Paris 2023","STICKER",10,"[{""name"":""Sticker | OG | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | OG | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Monte | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fluxo | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Catacombs (Minimal Wear)","Sticker | ENCE | Rio 2022","STICKER",10,"Sticker | Natus Vincere | Paris 2023","STICKER",10,"Sticker | Vitality | 2020 RMR","STICKER",10,"Sticker | Peek-A-Boo","STICKER",10,"[{""name"":""Sticker | ENCE | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Natus Vincere | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Vitality | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Peek-A-Boo"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Catacombs (Minimal Wear)","Sticker | Retro Zeus","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Retro Zeus"",""type"":""STICKER"",""price"":10}]"
"Glock-18 | Green Line (Field-Tested)","Sticker | zont1x (Champion) | Shanghai 2024","STICKER",10,"Sticker | zont1x (Champion) | Shanghai 2024","STICKER",10,"Sticker | zont1x (Champion) | Shanghai 2024","STICKER",10,"Sticker | zont1x (Champion) | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | zont1x (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | zont1x (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | zont1x (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | zont1x (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | zont1x (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M249 | System Lock (Minimal Wear)","Sticker | BLAST.tv | Paris 2023","STICKER",10,"Sticker | BLAST.tv | Paris 2023","STICKER",10,"Sticker | BLAST.tv | Paris 2023","STICKER",10,"Sticker | BLAST.tv | Paris 2023","STICKER",10,"[{""name"":""Sticker | BLAST.tv | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BLAST.tv | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BLAST.tv | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BLAST.tv | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BLAST.tv | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M249 | System Lock (Minimal Wear)","Sticker | OG | Paris 2023","STICKER",10,"Sticker | OG | Paris 2023","STICKER",10,"Sticker | OG | Paris 2023","STICKER",10,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"[{""name"":""Sticker | OG | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | OG | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | OG | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M249 | System Lock (Minimal Wear)","Sticker | Press Start","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Press Start"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Flashback (Field-Tested)","Sticker | FURIA | 2020 RMR","STICKER",10,"Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"Sticker | 100 Thieves | 2020 RMR","STICKER",10,"Sticker | FURIA | 2020 RMR","STICKER",10,"[{""name"":""Sticker | FURIA | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 100 Thieves | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FURIA | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Flashback (Field-Tested)","Sticker | Virtus.pro | Shanghai 2024","STICKER",10,"Sticker | forZe eSports | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Virtus.pro | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Flashback (Field-Tested)","Sticker | Save Me","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Save Me"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | NiKo | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | NiKo | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | Ninjas in Pyjamas | Antwerp 2022","STICKER",10,"Sticker | PGL | Antwerp 2022","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Ninjas in Pyjamas | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | PGL | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | Batter Up","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Batter Up"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | karrigan | Paris 2023","STICKER",10,"Sticker | magixx (Champion) | Shanghai 2024","STICKER",10,"Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | Graviti | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | karrigan | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | magixx (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Graviti | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | TeSeS | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | b1t | Paris 2023","STICKER",10,"Sticker | npl | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | b1t | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | npl | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | FaZe Clan | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | forZe eSports | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | forZe eSports | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | dycha | Antwerp 2022","STICKER",10,"Sticker | dycha | Antwerp 2022","STICKER",10,"Sticker | dycha | Antwerp 2022","STICKER",10,"Sticker | Well Played","STICKER",10,"[{""name"":""Sticker | dycha | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | dycha | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | dycha | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Well Played"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | EliGE | Copenhagen 2024","STICKER",10,"Sticker | EliGE | Copenhagen 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | EliGE | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | EliGE | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | biguzera | Paris 2023","STICKER",10,"Sticker | Imperial Esports | Copenhagen 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | biguzera | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Imperial Esports | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | Ex3rcice | Shanghai 2024","STICKER",10,"Sticker | Snax | Shanghai 2024","STICKER",10,"Sticker | torzsi | Shanghai 2024","STICKER",10,"Sticker | chopper (Champion) | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | Ex3rcice | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Snax | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | torzsi | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | chopper (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Krimbo | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Heroic | Antwerp 2022","STICKER",10,"Sticker | Heroic | Antwerp 2022","STICKER",10,"Sticker | Heroic | Antwerp 2022","STICKER",10,"Sticker | Heroic | Antwerp 2022","STICKER",10,"[{""name"":""Sticker | Heroic | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | Antwerp 2022"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | FaZe Clan | Paris 2023","STICKER",10,"Sticker | FaZe Clan | Paris 2023","STICKER",10,"Sticker | FaZe Clan | Paris 2023","STICKER",10,"","",,"[{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Arms Race","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Arms Race"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Bad News Eagles | Paris 2023","STICKER",10,"Sticker | FaZe Clan | Paris 2023","STICKER",10,"Sticker | FaZe Clan | Paris 2023","STICKER",10,"Sticker | FaZe Clan | Paris 2023","STICKER",10,"[{""name"":""Sticker | Bad News Eagles | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FaZe Clan | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Virtus.pro | Copenhagen 2024","STICKER",10,"Sticker | Virtus.pro | Copenhagen 2024","STICKER",10,"Sticker | Virtus.pro | Copenhagen 2024","STICKER",10,"Sticker | Complexity Gaming | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | Virtus.pro | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Virtus.pro | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Virtus.pro | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Complexity Gaming | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Snax | Copenhagen 2024","STICKER",10,"Sticker | Virtus.pro | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Snax | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Virtus.pro | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | G2 | 2020 RMR","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | G2 | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Converter (Minimal Wear)","Sticker | ropz | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ropz | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Etch Lord (Battle-Scarred)","Sticker | Spinx (Champion) | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Spinx (Champion) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Etch Lord (Battle-Scarred)","Sticker | nexa | Copenhagen 2024","STICKER",10,"Sticker | huNter- | Copenhagen 2024","STICKER",10,"Sticker | nexa | Copenhagen 2024","STICKER",10,"Sticker | FL1T | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | nexa | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | huNter- | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | nexa | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FL1T | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Etch Lord (Battle-Scarred)","Sticker | NEOFRAG | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | NEOFRAG | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Etch Lord (Well-Worn)","Sticker | Vitality | Paris 2023","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | Vitality | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Etch Lord (Well-Worn)","Sticker | MOUZ | Shanghai 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | MOUZ | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Naval Shred Camo (Factory New)","Sticker | YEKINDAR | Paris 2023","STICKER",10,"Sticker | Monte | Paris 2023","STICKER",10,"Sticker | Monte | Paris 2023","STICKER",10,"Sticker | Monte | Paris 2023","STICKER",10,"[{""name"":""Sticker | YEKINDAR | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Monte | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Monte | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Monte | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Monte | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Naval Shred Camo (Factory New)","Sticker | PGL | Copenhagen 2024","STICKER",10,"Sticker | PGL | Copenhagen 2024","STICKER",10,"Sticker | PGL | Copenhagen 2024","STICKER",10,"Sticker | PGL | Copenhagen 2024","STICKER",10,"[{""name"":""Sticker | PGL | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | PGL | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | PGL | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | PGL | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Liquid | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Naval Shred Camo (Factory New)","Sticker | ropz (Champion) | Austin 2025","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | ropz (Champion) | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Turbine (Battle-Scarred)","Sticker | FURIA | Copenhagen 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | FURIA | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Turbine (Field-Tested)","Sticker | jL (Champion) | Copenhagen 2024","STICKER",10,"","",,"","",,"","",,"[{""name"":""Sticker | jL (Champion) | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Turbine (Field-Tested)","Sticker | broky | Shanghai 2024","STICKER",10,"Sticker | broky | Shanghai 2024","STICKER",10,"Sticker | Please Return To","STICKER",10,"","",,"[{""name"":""Sticker | broky | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | broky | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Please Return To"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Turbine (Field-Tested)","Sticker | Dycha | Paris 2023","STICKER",10,"Sticker | rigoN | Shanghai 2024","STICKER",10,"Sticker | NertZ | Paris 2023","STICKER",10,"Sticker | Grayhound Gaming | Paris 2023","STICKER",10,"[{""name"":""Sticker | Dycha | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | rigoN | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | NertZ | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Grayhound Gaming | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | zevy | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Turbine (Field-Tested)","Sticker | zorte | Paris 2023","STICKER",10,"Sticker | zorte | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | zorte | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | zorte | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Turbine (Field-Tested)","Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"Sticker | sh1ro (Champion) | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | sh1ro (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
