name,s1_name,s1_type,s1_price,s2_name,s2_type,s2_price,s3_name,s3_type,s3_price,s4_name,s4_type,s4_price,stickers_json
"Glock-18 | Block-18 (Field-Tested)","Sticker | Baby Medusa","STICKER",87,"","",,"","",,"","",,"[{""name"":""Sticker | Baby Medusa"",""type"":""STICKER"",""price"":87}]"
"MP9 | Goo (Field-Tested)","Sticker | Forty Two","STICKER",44,"Sticker | GO","STICKER",87,"","",,"","",,"[{""name"":""Sticker | Forty Two"",""type"":""STICKER"",""price"":44},{""name"":""Sticker | GO"",""type"":""STICKER"",""price"":87}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | electronic | London 2018","STICKER",87,"Sticker | Aurora | Austin 2025","STICKER",10,"Sticker | Falcons | Austin 2025","STICKER",12,"Sticker | The MongolZ | Paris 2023","STICKER",10,"[{""name"":""Sticker | electronic | London 2018"",""type"":""STICKER"",""price"":87},{""name"":""Sticker | Aurora | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Falcons | Austin 2025"",""type"":""STICKER"",""price"":12},{""name"":""Sticker | The MongolZ | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | ZywOo (Champion) | Austin 2025"",""type"":""STICKER"",""price"":1.4}]"
"Dual Berettas | Dualing Dragons (Minimal Wear)","Sticker | fame (Champion) | Rio 2022","STICKER",10,"Sticker | fame (Glitter, Champion) | Rio 2022","STICKER",18,"Sticker | fame (Holo, Champion) | Rio 2022","STICKER",81,"Sticker | fame (Champion) | Rio 2022","STICKER",10,"[{""name"":""Sticker | fame (Champion) | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | fame (Glitter, Champion) | Rio 2022"",""type"":""STICKER"",""price"":18},{""name"":""Sticker | fame (Holo, Champion) | Rio 2022"",""type"":""STICKER"",""price"":81},{""name"":""Sticker | fame (Champion) | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Natus Vincere | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | mezii (Champion) | Austin 2025","STICKER",73.22,"Sticker | bLitz | Austin 2025","STICKER",10,"","",,"","",,"[{""name"":""Sticker | mezii (Champion) | Austin 2025"",""type"":""STICKER"",""price"":73.22},{""name"":""Sticker | bLitz | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | snow | Austin 2025","STICKER",10,"Sticker | mezii (Champion) | Austin 2025","STICKER",73.22,"Sticker | Maka | Austin 2025","STICKER",10,"Sticker | MAJ3R | Austin 2025","STICKER",10,"[{""name"":""Sticker | snow | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | mezii (Champion) | Austin 2025"",""type"":""STICKER"",""price"":73.22},{""name"":""Sticker | Maka | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MAJ3R | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | chopper | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"MAC-10 | Allure (Minimal Wear)","Sticker | apEX (Champion) | Austin 2025","STICKER",10,"Sticker | apEX (Champion) | Austin 2025","STICKER",10,"Sticker | mezii (Champion) | Austin 2025","STICKER",73.22,"","",,"[{""name"":""Sticker | apEX (Champion) | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | apEX (Champion) | Austin 2025"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | mezii (Champion) | Austin 2025"",""type"":""STICKER"",""price"":73.22}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Bolt Charge","STICKER",65,"Sticker | Hydro Stream","STICKER",22,"","",,"","",,"[{""name"":""Sticker | Bolt Charge"",""type"":""STICKER"",""price"":65},{""name"":""Sticker | Hydro Stream"",""type"":""STICKER"",""price"":22}]"
"Desert Eagle | Tilted (Minimal Wear)","Sticker | Flick Shotter","STICKER",65,"","",,"","",,"","",,"[{""name"":""Sticker | Flick Shotter"",""type"":""STICKER"",""price"":65}]"
"Desert Eagle | Urban Rubble (Field-Tested)","Sticker | Aces High","STICKER",65,"Sticker | Evil Geniuses | 2020 RMR","STICKER",10,"Sticker | Ninjas in Pyjamas | 2020 RMR","STICKER",10,"Sticker | Heroic | 2020 RMR","STICKER",10,"[{""name"":""Sticker | Aces High"",""type"":""STICKER"",""price"":65},{""name"":""Sticker | Evil Geniuses | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ninjas in Pyjamas | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Heroic | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Flashback (Field-Tested)","Sticker | Astralis | Berlin 2019","STICKER",65,"Sticker | fnx | Antwerp 2022","STICKER",10,"Sticker | REZ | Antwerp 2022","STICKER",10,"Sticker | Imperial Esports | Antwerp 2022","STICKER",15,"[{""name"":""Sticker | Astralis | Berlin 2019"",""type"":""STICKER"",""price"":65},{""name"":""Sticker | fnx | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | REZ | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Imperial Esports | Antwerp 2022"",""type"":""STICKER"",""price"":15}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Heroic | Copenhagen 2024","STICKER",10,"Sticker | The Lurker","STICKER",65,"Sticker | AMKAL ESPORTS | Copenhagen 2024","STICKER",10,"","",,"[{""name"":""Sticker | Heroic | Copenhagen 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | The Lurker"",""type"":""STICKER"",""price"":65},{""name"":""Sticker | AMKAL ESPORTS | Copenhagen 2024"",""type"":""STICKER"",""price"":10}]"
"P250 | X-Ray (Factory New)","Sticker | Extermination","STICKER",65,"","",,"","",,"","",,"[{""name"":""Sticker | Extermination"",""type"":""STICKER"",""price"":65}]"
"SG 553 | Bleached (Minimal Wear)","Sticker | Sunset Ocean Tentaskull","STICKER",65,"","",,"","",,"","",,"[{""name"":""Sticker | Sunset Ocean Tentaskull"",""type"":""STICKER"",""price"":65}]"
"StatTrak™ AUG | Amber Slipstream (Minimal Wear)","Sticker | arT | Berlin 2019","STICKER",65,"Sticker | Xyp9x | Berlin 2019","STICKER",13,"","",,"","",,"[{""name"":""Sticker | arT | Berlin 2019"",""type"":""STICKER"",""price"":65},{""name"":""Sticker | Xyp9x | Berlin 2019"",""type"":""STICKER"",""price"":13}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | Noble","STICKER",54,"","",,"","",,"","",,"[{""name"":""Sticker | Noble"",""type"":""STICKER"",""price"":54}]"
"Glock-18 | Catacombs (Minimal Wear)","Sticker | Toxic","STICKER",44,"Sticker | MOUZ | Shanghai 2024","STICKER",10,"Sticker | 3DMAX | Shanghai 2024","STICKER",10,"Sticker | G2 Esports | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | Toxic"",""type"":""STICKER"",""price"":44},{""name"":""Sticker | MOUZ | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 3DMAX | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | G2 Esports | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A1-S | Flashback (Field-Tested)","Sticker | Hello M4A1-S","STICKER",44,"","",,"","",,"","",,"[{""name"":""Sticker | Hello M4A1-S"",""type"":""STICKER"",""price"":44}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | Incineration","STICKER",44,"","",,"","",,"","",,"[{""name"":""Sticker | Incineration"",""type"":""STICKER"",""price"":44}]"
"M4A1-S | Wash me plz (Factory New)","Sticker | Viggo","STICKER",44,"","",,"","",,"","",,"[{""name"":""Sticker | Viggo"",""type"":""STICKER"",""price"":44}]"
"MP5-SD | Agent (Well-Worn)","Sticker | Zeus | Berlin 2019","STICKER",21,"Sticker | Lucky | Berlin 2019","STICKER",44,"","",,"","",,"[{""name"":""Sticker | Zeus | Berlin 2019"",""type"":""STICKER"",""price"":21},{""name"":""Sticker | Lucky | Berlin 2019"",""type"":""STICKER"",""price"":44}]"
"P250 | Ripple (Factory New)","Sticker | Viggo","STICKER",44,"","",,"","",,"","",,"[{""name"":""Sticker | Viggo"",""type"":""STICKER"",""price"":44}]"
"SG 553 | Dragon Tech (Minimal Wear)","Sticker | Toxic","STICKER",44,"Sticker | Scavenger","STICKER",17,"","",,"","",,"[{""name"":""Sticker | Toxic"",""type"":""STICKER"",""price"":44},{""name"":""Sticker | Scavenger"",""type"":""STICKER"",""price"":17}]"
"StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested)","Sticker | Viggo","STICKER",44,"Sticker | Viggo","STICKER",44,"Sticker | Viggo","STICKER",44,"Sticker | Viggo","STICKER",44,"[{""name"":""Sticker | Viggo"",""type"":""STICKER"",""price"":44},{""name"":""Sticker | Viggo"",""type"":""STICKER"",""price"":44},{""name"":""Sticker | Viggo"",""type"":""STICKER"",""price"":44},{""name"":""Sticker | Viggo"",""type"":""STICKER"",""price"":44}]"
"StatTrak™ M4A4 | Magnesium (Battle-Scarred)","Sticker | Retro Zeus","STICKER",10,"Sticker | Retro Zeus","STICKER",10,"Sticker | Retro Zeus","STICKER",10,"Sticker | Retro Zeus","STICKER",10,"[{""name"":""Sticker | Retro Zeus"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Retro Zeus"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Retro Zeus"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Retro Zeus"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Flex"",""type"":""STICKER"",""price"":44}]"
"MAG-7 | Heat (Well-Worn)","Sticker | Bite Me","STICKER",43,"Sticker | This Is Fine (Chicken)","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Bite Me"",""type"":""STICKER"",""price"":43},{""name"":""Sticker | This Is Fine (Chicken)"",""type"":""STICKER"",""price"":10}]"
"Dual Berettas | Hydro Strike (Field-Tested)","Sticker | 9z Team | Antwerp 2022","STICKER",42,"","",,"","",,"","",,"[{""name"":""Sticker | 9z Team | Antwerp 2022"",""type"":""STICKER"",""price"":42}]"
"USP-S | Torque (Field-Tested)","Sticker | Boom | 2020 RMR","STICKER",10,"Sticker | Norwi | Antwerp 2022","STICKER",10,"Sticker | FalleN | Austin 2025","STICKER",40,"","",,"[{""name"":""Sticker | Boom | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Norwi | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FalleN | Austin 2025"",""type"":""STICKER"",""price"":40}]"
"AK-47 | Uncharted (Minimal Wear)","Sticker | Ancient Marauder","STICKER",22,"Sticker | Badge of Service","STICKER",10,"Sticker | Coiled Strike","STICKER",39,"Sticker | Master Guardian Elite","STICKER",17,"[{""name"":""Sticker | Ancient Marauder"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Badge of Service"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Coiled Strike"",""type"":""STICKER"",""price"":39},{""name"":""Sticker | Master Guardian Elite"",""type"":""STICKER"",""price"":17}]"
"MAC-10 | Echoing Sands (Factory New)","Sticker | Coiled Strike","STICKER",39,"Sticker | Coiled Strike","STICKER",39,"Sticker | Coiled Strike","STICKER",39,"Sticker | Coiled Strike","STICKER",39,"[{""name"":""Sticker | Coiled Strike"",""type"":""STICKER"",""price"":39},{""name"":""Sticker | Coiled Strike"",""type"":""STICKER"",""price"":39},{""name"":""Sticker | Coiled Strike"",""type"":""STICKER"",""price"":39},{""name"":""Sticker | Coiled Strike"",""type"":""STICKER"",""price"":39}]"
"P90 | Elite Build (Minimal Wear)","Sticker | BLAST.tv | Paris 2023","STICKER",10,"Sticker | Hello P90","STICKER",2.39,"Sticker | Coiled Strike","STICKER",39,"Sticker | Badge of Service","STICKER",10,"[{""name"":""Sticker | BLAST.tv | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Hello P90"",""type"":""STICKER"",""price"":2.39},{""name"":""Sticker | Coiled Strike"",""type"":""STICKER"",""price"":39},{""name"":""Sticker | Badge of Service"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Bronze Deco (Factory New)","Sticker | Wallbang","STICKER",31,"Sticker | kauez | Shanghai 2024","STICKER",10,"Sticker | donk (Champion) | Shanghai 2024","STICKER",10,"Sticker | lux | Shanghai 2024","STICKER",10,"[{""name"":""Sticker | Wallbang"",""type"":""STICKER"",""price"":31},{""name"":""Sticker | kauez | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | donk (Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | lux | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"P250 | X-Ray (Factory New)","Sticker | PGL | Antwerp 2022","STICKER",10,"Sticker | Stan","STICKER",31,"","",,"","",,"[{""name"":""Sticker | PGL | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Stan"",""type"":""STICKER"",""price"":31}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | Stan","STICKER",31,"Sticker | Natus Vincere | Shanghai 2024","STICKER",10,"Sticker | Team Spirit | Shanghai 2024","STICKER",10,"","",,"[{""name"":""Sticker | Stan"",""type"":""STICKER"",""price"":31},{""name"":""Sticker | Natus Vincere | Shanghai 2024"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Team Spirit | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Turbine (Field-Tested)","Sticker | jL | Austin 2025","STICKER",29,"Sticker | iM | Austin 2025","STICKER",10,"","",,"","",,"[{""name"":""Sticker | jL | Austin 2025"",""type"":""STICKER"",""price"":29},{""name"":""Sticker | iM | Austin 2025"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | s1mple | Antwerp 2022","STICKER",28,"","",,"","",,"","",,"[{""name"":""Sticker | s1mple | Antwerp 2022"",""type"":""STICKER"",""price"":28}]"
"Glock-18 | Bunsen Burner (Minimal Wear)","Sticker | Cloud9 | Copenhagen 2024","STICKER",26,"Sticker | Cloud9 | Copenhagen 2024","STICKER",26,"Sticker | Cloud9 | Copenhagen 2024","STICKER",26,"","",,"[{""name"":""Sticker | Cloud9 | Copenhagen 2024"",""type"":""STICKER"",""price"":26},{""name"":""Sticker | Cloud9 | Copenhagen 2024"",""type"":""STICKER"",""price"":26},{""name"":""Sticker | Cloud9 | Copenhagen 2024"",""type"":""STICKER"",""price"":26}]"
"SSG 08 | Abyss (Minimal Wear)","Sticker | Cloud9 | Copenhagen 2024","STICKER",26,"","",,"","",,"","",,"[{""name"":""Sticker | Cloud9 | Copenhagen 2024"",""type"":""STICKER"",""price"":26}]"
"USP-S | Ticket to Hell (Minimal Wear)","Sticker | Cloud9 | Copenhagen 2024","STICKER",26,"","",,"","",,"","",,"[{""name"":""Sticker | Cloud9 | Copenhagen 2024"",""type"":""STICKER"",""price"":26}]"
"AUG | Ricochet (Minimal Wear)","Sticker | Knives Out","STICKER",24,"","",,"","",,"","",,"[{""name"":""Sticker | Knives Out"",""type"":""STICKER"",""price"":24}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | FaZe Clan | Austin 2025","STICKER",24,"","",,"","",,"","",,"[{""name"":""Sticker | FaZe Clan | Austin 2025"",""type"":""STICKER"",""price"":24}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | Combine Helmet","STICKER",23,"","",,"","",,"","",,"[{""name"":""Sticker | Combine Helmet"",""type"":""STICKER"",""price"":23}]"
"Dual Berettas | Cobalt Quartz (Factory New)","Sticker | fer | Rio 2022","STICKER",23,"","",,"","",,"","",,"[{""name"":""Sticker | fer | Rio 2022"",""type"":""STICKER"",""price"":23}]"
"Five-SeveN | Violent Daimyo (Minimal Wear)","Sticker | The Samurai","STICKER",23,"","",,"","",,"","",,"[{""name"":""Sticker | The Samurai"",""type"":""STICKER"",""price"":23}]"
"Galil AR | Signal (Battle-Scarred)","Sticker | Boom","STICKER",23,"Sticker | Fnatic | 2020 RMR","STICKER",10,"Sticker | Fnatic | 2020 RMR","STICKER",10,"Sticker | FlameZ (Champion) | Austin 2025","STICKER",3.76,"[{""name"":""Sticker | Boom"",""type"":""STICKER"",""price"":23},{""name"":""Sticker | Fnatic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Fnatic | 2020 RMR"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | FlameZ (Champion) | Austin 2025"",""type"":""STICKER"",""price"":3.76}]"
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | Legendary","STICKER",23,"Sticker | 9INE | Paris 2023","STICKER",10,"Sticker | 9INE | Paris 2023","STICKER",10,"Sticker | 9INE | Paris 2023","STICKER",10,"[{""name"":""Sticker | Legendary"",""type"":""STICKER"",""price"":23},{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | 9INE | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ MAG-7 | Monster Call (Field-Tested)","Sticker | Run T, Run","STICKER",23,"","",,"","",,"","",,"[{""name"":""Sticker | Run T, Run"",""type"":""STICKER"",""price"":23}]"
"AK-47 | Olive Polycam (Factory New)","Sticker | Winding Scorch","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Winding Scorch"",""type"":""STICKER"",""price"":22}]"
"Desert Eagle | Blue Ply (Minimal Wear)","Sticker | Ork Waaagh!","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Ork Waaagh!"",""type"":""STICKER"",""price"":22}]"
"Desert Eagle | Bronze Deco (Factory New)","Sticker | Poorly Drawn Balkan","STICKER",22,"Sticker | Poorly Drawn Balkan","STICKER",22,"Sticker | Poorly Drawn Balkan","STICKER",22,"Sticker | Poorly Drawn Balkan","STICKER",22,"[{""name"":""Sticker | Poorly Drawn Balkan"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Poorly Drawn Balkan"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Poorly Drawn Balkan"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Poorly Drawn Balkan"",""type"":""STICKER"",""price"":22}]"
"Desert Eagle | Light Rail (Battle-Scarred)","Sticker | Green's Problem","STICKER",22,"Sticker | Master Guardian Elite","STICKER",17,"Sticker | Natus Vincere | 2020 RMR","STICKER",10,"","",,"[{""name"":""Sticker | Green's Problem"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Master Guardian Elite"",""type"":""STICKER"",""price"":17},{""name"":""Sticker | Natus Vincere | 2020 RMR"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Baited","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Baited"",""type"":""STICKER"",""price"":22}]"
"Desert Eagle | Light Rail (Field-Tested)","Sticker | Eco Rush","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Eco Rush"",""type"":""STICKER"",""price"":22}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | Rush More","STICKER",22,"Sticker | siuhy | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Rush More"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | siuhy | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"Desert Eagle | Oxide Blaze (Minimal Wear)","Sticker | The Zombie","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | The Zombie"",""type"":""STICKER"",""price"":22}]"
"FAMAS | Survivor Z (Minimal Wear)","Sticker | FaZe | 2020 RMR","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | FaZe | 2020 RMR"",""type"":""STICKER"",""price"":22}]"
"Galil AR | Tuxedo (Field-Tested)","Sticker | Blinky","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Blinky"",""type"":""STICKER"",""price"":22}]"
"Galil AR | Tuxedo (Field-Tested)","Sticker | Blinky","STICKER",22,"Sticker | Chompers","STICKER",22,"","",,"","",,"[{""name"":""Sticker | Blinky"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Chompers"",""type"":""STICKER"",""price"":22}]"
"Glock-18 | Block-18 (Field-Tested)","Sticker | Hi, My Game Is","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Hi, My Game Is"",""type"":""STICKER"",""price"":22}]"
"M4A1-S | Night Terror (Minimal Wear)","Sticker | FaZe | 2020 RMR","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | FaZe | 2020 RMR"",""type"":""STICKER"",""price"":22}]"
"M4A4 | Converter (Minimal Wear)","Sticker | Green's Problem","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Green's Problem"",""type"":""STICKER"",""price"":22}]"
"M4A4 | Etch Lord (Battle-Scarred)","Sticker | Stalking Prey","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Stalking Prey"",""type"":""STICKER"",""price"":22}]"
"M4A4 | Turbine (Field-Tested)","Sticker | Chompers","STICKER",22,"Sticker | luken | Antwerp 2022","STICKER",10,"Sticker | Hydro Wave","STICKER",22,"Sticker | Hydro Wave","STICKER",22,"[{""name"":""Sticker | Chompers"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | luken | Antwerp 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Hydro Wave"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Hydro Wave"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Hydro Wave"",""type"":""STICKER"",""price"":22}]"
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | White Bombster","STICKER",22,"Sticker | dupreeh (Champion) | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | White Bombster"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | dupreeh (Champion) | Paris 2023"",""type"":""STICKER"",""price"":10}]"
"M4A4 | Urban DDPAT (Minimal Wear)","Sticker | White Bombster","STICKER",22,"Sticker | Bad News Eagles | Rio 2022","STICKER",10,"Sticker | MOUZ | Shanghai 2024","STICKER",10,"","",,"[{""name"":""Sticker | White Bombster"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Bad News Eagles | Rio 2022"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | MOUZ | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"MAC-10 | Sakkaku (Field-Tested)","Sticker | Taste Bud","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Taste Bud"",""type"":""STICKER"",""price"":22}]"
"MP5-SD | Gauss (Minimal Wear)","Sticker | donk (Glitter, Champion) | Shanghai 2024","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | donk (Glitter, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":22}]"
"MP9 | Goo (Field-Tested)","Sticker | Rush More","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Rush More"",""type"":""STICKER"",""price"":22}]"
"P2000 | Handgun (Well-Worn)","Sticker | Rush More","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Rush More"",""type"":""STICKER"",""price"":22}]"
"P250 | X-Ray (Factory New)","Sticker | Stone Scales","STICKER",22,"Sticker | Stone Scales","STICKER",22,"Sticker | Stone Scales","STICKER",22,"Sticker | Stone Scales","STICKER",22,"[{""name"":""Sticker | Stone Scales"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Stone Scales"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Stone Scales"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Stone Scales"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ CZ75-Auto | Red Astor (Well-Worn)","Sticker | Merietta","STICKER",14,"Sticker | Martha","STICKER",10,"Sticker | Ivette","STICKER",22,"Sticker | Kimberly","STICKER",2.61,"[{""name"":""Sticker | Merietta"",""type"":""STICKER"",""price"":14},{""name"":""Sticker | Martha"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Ivette"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Kimberly"",""type"":""STICKER"",""price"":2.61}]"
"StatTrak™ Galil AR | Black Sand (Minimal Wear)","Sticker | Burn Them All","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Burn Them All"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ Galil AR | Control (Battle-Scarred)","Sticker | jks | Shanghai 2024","STICKER",22,"Sticker | ztr | Shanghai 2024","STICKER",10,"","",,"","",,"[{""name"":""Sticker | jks | Shanghai 2024"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | ztr | Shanghai 2024"",""type"":""STICKER"",""price"":10}]"
"StatTrak™ Glock-18 | Clear Polymer (Field-Tested)","Sticker | Beaky Decade","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Beaky Decade"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ Glock-18 | Ironwork (Field-Tested)","Sticker | BOROS | Paris 2023","STICKER",10,"Sticker | BOROS | Paris 2023","STICKER",10,"Sticker | AMANEK | Stockholm 2021","STICKER",10,"Sticker | Sherry","STICKER",22,"[{""name"":""Sticker | BOROS | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | BOROS | Paris 2023"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | AMANEK | Stockholm 2021"",""type"":""STICKER"",""price"":10},{""name"":""Sticker | Sherry"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested)","Sticker | Hydro Stream","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Hydro Stream"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested)","Sticker | Ivette","STICKER",22,"","",,"","",,"","",,"[{""name"":""Sticker | Ivette"",""type"":""STICKER"",""price"":22}]"
"StatTrak™ M4A4 | Magnesium (Well-Worn)","Sticker | Zap Cat","STICKER",11,"Sticker | Little Mischief","STICKER",22,"Sticker | Ivette","STICKER",22,"Sticker | Zap Cat","STICKER",11,"[{""name"":""Sticker | Zap Cat"",""type"":""STICKER"",""price"":11},{""name"":""Sticker | Little Mischief"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Ivette"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Zap Cat"",""type"":""STICKER"",""price"":11}]"
"StatTrak™ XM1014 | Zombie Offensive (Minimal Wear)","Sticker | Baby Lore","STICKER",22,"Sticker | Baby Cerberus","STICKER",22,"Sticker | Little Mischief","STICKER",22,"Sticker | sh1ro (Holo, Champion) | Shanghai 2024","STICKER",22,"[{""name"":""Sticker | Baby Lore"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Baby Cerberus"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | Little Mischief"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | sh1ro (Holo, Champion) | Shanghai 2024"",""type"":""STICKER"",""price"":22}]"
"Tec-9 | Brother (Minimal Wear)","Sticker | Eco Rush","STICKER",22,"Sticker | FURIA | Paris 2023","STICKER",10,"","",,"","",,"[{""name"":""Sticker | Eco Rush"",""type"":""STICKER"",""price"":22},{""name"":""Sticker | FURIA | Paris 2023"",""type"":""STICKER"",""price"":10}]"
